Soil pH,Soil Moisture (%),Organic Matter (%),Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Temperature (°C),Rainfall (mm),clayey,loamy,sandy,Cotton Yield (kg/ha)
5.793939044828434,28.990127013899254,4.851412921990253,90.56736829761412,32.22969434140518,262.6359672867453,30.253827585103416,643.0722119482466,False,False,True,4384.325400832507
7.914480809765328,18.05431127871288,8.712781048924715,14.7430219697575,29.607131576090488,217.10043548667448,30.487122716926905,214.38367010689774,True,False,False,3618.6277429446322
6.9720762053353695,26.212264702560717,8.731400907134082,13.38323865158987,21.308978049204057,108.55413025762255,33.854610993724755,490.0777278160591,True,False,False,555.3637317755487
7.686938401721969,16.87098965861091,8.919723092712655,92.49415695211323,30.270424103831775,119.78600827218062,23.12483602734694,234.05781100296767,False,True,False,5638.581822542199
6.862168750701754,12.095055172080931,9.73939212951369,81.1239427663535,11.538001884522615,231.42459928094553,31.441889750756683,478.2044110634554,False,False,True,2208.9963869035255
6.3962734935678185,29.641069576255394,6.515968654060042,98.38531055688233,42.57713585231031,150.69935944730247,28.14754242300227,963.3346878066093,False,True,False,6128.899097782334
6.883035181287589,19.491007203977265,9.697484029546015,18.36805023145852,47.32893898854855,267.63191453980477,23.990582607262837,664.3890020756062,False,False,True,5690.009534309706
6.128710422185899,15.990149848388707,3.649135757912828,57.80080925551694,16.159226965365853,298.853581540992,33.658448626923764,395.2471772840071,False,False,True,-463.76099994081096
5.7283184292990414,16.888815764853888,8.35310762170303,79.00259088637857,11.830397192286402,139.39702496016466,32.499741228153255,701.4515043462411,False,False,True,1580.6452646737628
5.661750573521274,17.760148854079283,9.313127530376828,87.14763999087471,30.551866913721504,196.84324630357904,22.31220717817027,229.90016824661126,False,False,True,5003.231963750849
8.070702826794134,12.545281024716973,8.489707988538957,64.10175324805329,16.227406930191737,50.81497734937941,30.037486467068426,818.0623456436272,False,True,False,3807.1393569133184
7.862961213035917,16.91043454130187,9.0899347505583,34.686987584008634,27.546521351878877,219.0609826107,31.16507657689659,510.9518257470435,False,False,True,2853.721699852716
7.5157444666295845,15.402267785168497,8.64269766647156,51.73345498109866,40.792988759205684,150.2140967893315,25.473609093596647,852.1296355618535,True,False,False,5907.885594364171
6.623753324453588,15.966779817300063,6.710863843559876,93.17800712160167,20.186390373175875,142.41374654417422,32.1394307573484,760.2659608972668,False,False,True,1894.5369956993165
6.98256644096416,28.01465866957791,2.5228314557778093,47.79002800522306,13.29382546365927,127.1983761637094,30.230777212483183,798.338607725776,False,False,True,4324.9977967635
6.677856365058131,29.475256948468193,4.956581950353161,52.223658917802545,49.17031520796699,174.0558642614384,31.662722980264313,350.70010061120854,False,True,False,3174.283015512137
8.491803734156768,23.689379244016532,5.894648508694272,23.31159104214278,44.135602275083656,250.3291483141842,25.688498964103744,377.93674015504274,False,True,False,5983.49360412775
5.675033098533081,26.76292218009078,3.9951173393507418,93.68510885724497,32.649570505347896,218.8103794482828,24.639560377102086,800.9989810406718,False,False,True,6533.662317780672
7.4440762246176915,12.732816691858627,2.516517331778685,96.47453669078791,21.53094810370338,164.81508180726826,33.4820393785845,870.7126739964042,False,False,True,79.19378194550474
6.023844426518061,20.31086941835564,4.200497524856727,78.33932505117153,43.17188721237174,70.64787213244199,30.818050685589164,368.45981065259804,True,False,False,3139.3800710423084
7.670232392063584,17.107087517445823,7.4272156229583866,25.355036411689678,11.055732569157275,104.6968991424335,29.504577811264873,785.0701613571104,False,False,True,4451.591870692171
7.385967482830457,11.138745270597976,9.822253166009052,28.750885803201733,12.592088743267862,127.31830649417745,27.54055251542544,329.83694483880936,True,False,False,5086.13394032939
8.186439271806046,20.959685524117575,8.806444669035992,55.71246389181025,8.557323722307446,246.85676850538374,27.898320590206062,350.8337719632324,False,True,False,5638.082237205063
5.840793146542192,21.126096972446874,4.0901021611488035,77.20779696908096,30.15664986161644,144.03571245322178,22.01437848360485,662.1696327622799,False,True,False,5146.713674646842
6.229363117950053,24.871203453826112,2.0768861310627713,95.27870952431923,45.053742547317995,221.00707463933486,30.46615302882151,357.8288554549305,True,False,False,4358.912223354892
8.126206433711479,23.011098811562782,2.0441877953058967,18.069310139996176,30.790955412823816,88.94829973259718,26.228079294897345,659.5730716967616,False,False,True,6026.4361145599805
8.340279490881354,27.567022228157843,2.314062089637246,65.10346135133956,38.97607611974818,193.14862147217477,21.273026853677152,643.4243019919394,False,False,True,5109.076338403757
8.156298734330798,17.262377673206082,3.5418919070694583,75.82608543489194,7.769693654315882,193.41541873808157,28.616829418707944,927.7234287144681,False,False,True,4656.663019476902
5.673395564181158,15.899378982144786,9.410517629019079,74.38832479789545,15.386142134275126,220.12453056858098,27.367731014828664,585.8879041425162,False,True,False,4829.633565231287
7.874762072931341,18.592672343318647,5.726057311185683,61.2860875689269,14.807645504311512,100.3245020500159,21.805633005461182,682.9884267867919,False,True,False,5247.106820360021
7.391949861133696,10.98055305928063,8.139547318381256,77.12663388460594,9.095923387333464,146.40149568294152,29.6861238034705,226.38195902512513,False,True,False,3405.305447552012
5.953063642569147,24.990494633891352,9.739507623696404,58.200738856498624,6.029227321881381,62.34728914904584,31.872095883589033,726.1049027300875,False,False,True,2634.049145231189
7.735240626462092,20.117008535304713,5.407292667994397,84.1315977021272,17.010434260318338,273.8831425641798,28.417382405662135,534.8703352264317,False,True,False,5135.401532776777
6.59742386224245,11.544459073233998,4.630812023781096,57.61705805191397,21.403898410552173,166.86460794451878,31.330990453292863,849.778873918229,False,False,True,2362.5328255290397
7.0451847146888955,23.02209930331027,5.120795309754953,27.4081445442259,23.901320957952645,212.05847359577325,25.550354434593004,317.92371557190205,False,True,False,5818.360424323783
7.102070083818339,19.376921336654924,9.287087897546416,85.93340562925101,19.21919297486404,155.01284201075944,33.37319440894774,867.8683680503714,False,False,True,786.4201584798532
5.565423173816209,17.635382075502854,9.388945379748513,45.09672076978011,46.61204956336643,295.5244430442842,24.08696098675004,971.7176047458388,True,False,False,5775.441396655592
6.491725178721269,20.53608918951464,6.028730151673832,88.84366979410044,30.036112335923846,72.53102195926962,29.889452778027533,865.2884200547844,False,False,True,3973.6635171119633
6.0939870345184834,10.895946763854909,5.276351535055455,47.79256788975418,26.34743231240602,83.01974976366282,31.351650507993206,955.0773915261028,False,True,False,2087.497138772288
5.78234274111432,20.46625514099011,2.5186615848326923,29.047237879767575,22.256599902538117,126.15619702422802,27.412961845244816,681.8739568592226,True,False,False,5000.98889366049
6.855941913103708,12.800318382830367,5.781810948677631,57.699797793900096,49.84947064731567,131.14937040583743,27.599525050646413,632.7618844290373,True,False,False,4663.203911679047
